date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
15/11/2014;31069001;10,00;103,32;0,00;0,00;3.0;2,09;-140926,67;3476,54;-270,84;0,00;61,66;94,37;0,00;1,62;0,06;1,63;1004,67;0,00;0,00;10,61;0,43;0,00;0,00;10,52;-0,72;17,74;3,30;1;novembre
15/11/2014;33281001;9,60;86,53;0,00;0,00;3.0;2,32;3202,52;10108,42;-2289,70;0,00;171,97;99,46;0,00;8,00;8,00;8,00;1003,57;0,02;0,00;8,71;-0,70;0,00;0,00;10,25;-3,21;17,02;1,53;1;novembre
15/11/2014;35281001;9,90;288,99;0,00;0,00;3.0;2,13;-177723,91;52329,39;86916,44;0,00;205,63;95,35;0,00;3,09;0,10;8,00;1001,21;0,00;0,00;9,76;0,20;0,00;0,00;9,52;0,68;18,21;6,71;1;novembre
15/11/2014;59343001;9,80;0,53;0,00;0,00;3.0;2,69;-1748,38;6163,39;2687,16;0,00;232,48;99,86;0,00;8,00;7,20;8,00;1003,38;0,23;0,00;9,85;-0,45;0,00;0,00;9,14;-2,17;18,95;3,33;1;novembre
15/11/2014;67124001;7,90;9,22;0,00;0,00;1.0;4,53;-27982,26;6068,14;2096,15;0,00;12,88;99,59;0,00;7,41;6,29;7,99;1003,06;0,00;0,00;7,30;1,71;0,00;0,00;13,07;-3,14;22,87;-3,48;1;novembre
15/11/2014;75114001;10,60;5,41;0,00;0,00;4.0;1,62;-16101,50;-7084,54;-31291,77;0,00;300,33;94,31;0,00;7,88;0,32;8,00;1002,88;0,07;0,04;10,55;-1,03;0,00;0,00;10,66;4,22;22,39;1,73;1;novembre
16/11/2014;6088001;9,70;1,42;0,00;0,00;4.0;4,78;-421940,95;-320332,73;-108669,72;0,00;186,43;75,82;0,00;0,00;0,00;0,07;1004,81;0,00;0,00;12,32;-0,94;0,00;-0,01;8,07;6,90;12,60;0,29;1;novembre
16/11/2014;31069001;7,50;0,00;0,00;0,00;3.0;2,09;-241508,15;7372,92;8960,86;0,00;14,95;88,51;0,00;0,04;0,00;0,24;1006,92;0,00;0,00;7,47;2,09;0,00;0,00;8,74;-0,37;13,97;0,62;1;novembre
16/11/2014;33281001;11,50;261,40;0,00;0,00;3.0;3,34;-44409,15;-62233,29;67042,90;0,00;1762,95;94,92;0,00;7,30;0,04;8,00;1001,25;1,30;0,01;9,99;-0,07;0,00;0,00;9,89;-0,51;19,60;6,75;1;novembre
16/11/2014;35281001;7,60;3,24;0,00;0,00;2.0;2,22;-134746,82;21521,64;31886,98;0,00;207,40;96,99;0,00;6,95;0,52;7,95;996,57;0,00;0,00;8,58;-0,33;0,00;0,00;8,61;-3,85;16,76;1,90;1;novembre
16/11/2014;59343001;6,80;46,85;0,00;0,00;2.0;2,31;-152842,82;14464,94;11963,85;0,00;79,74;99,05;0,00;4,80;3,01;8,00;1001,03;0,00;0,00;7,05;0,91;0,00;0,00;9,33;-2,90;16,48;1,70;1;novembre
16/11/2014;67124001;8,40;6,80;0,00;0,00;4.0;2,13;-37032,17;-8105,67;23020,30;0,00;134,00;94,62;0,00;7,80;0,01;8,00;1002,21;1,59;0,04;8,48;-0,23;0,00;0,00;8,10;4,44;18,84;0,87;1;novembre
16/11/2014;75114001;9,40;4,35;0,00;0,00;3.0;2,83;-24334,41;-9782,64;-28485,07;0,00;447,72;90,97;0,00;8,00;0,02;8,00;1000,56;0,00;0,00;9,29;-1,24;0,00;0,00;8,54;-1,32;17,18;5,47;1;novembre
17/11/2014;6088001;10,40;18,42;0,00;0,00;1.0;0,96;-387726,76;-196277,57;-62051,96;0,00;191,74;66,90;0,00;0,02;0,00;1,15;1006,85;0,00;0,00;13,02;1,42;0,01;-0,01;9,38;2,46;14,20;-3,40;1;novembre
17/11/2014;31069001;8,50;0,00;0,00;0,00;3.0;3,76;-106954,49;-58556,74;87274,86;0,00;437,43;88,23;0,00;3,18;0,00;8,00;1005,69;0,03;0,00;8,85;-0,44;0,00;0,00;8,80;3,89;16,60;9,14;1;novembre
17/11/2014;33281001;9,40;105,52;0,00;0,00;3.0;3,45;-121822,42;-10441,48;74057,20;0,00;396,10;95,46;0,00;4,36;0,09;7,91;1002,61;0,06;0,00;9,27;0,33;0,00;0,00;8,28;2,00;17,73;5,98;1;novembre
17/11/2014;35281001;5,80;2,41;0,00;0,00;3.0;0,21;-3462,32;-1065,05;-11821,23;0,00;149,74;99,30;0,00;7,76;8,00;8,00;1001,07;0,00;0,00;6,58;-0,89;0,00;0,00;7,62;-0,76;14,98;1,65;1;novembre
17/11/2014;59343001;5,60;63,87;0,00;0,00;2.0;1,26;1367,69;5354,62;1858,11;0,00;9,67;99,70;0,00;8,00;8,00;8,00;999,46;0,01;0,00;6,66;2,08;0,00;0,00;7,74;-1,36;15,26;-0,03;1;novembre
17/11/2014;67124001;7,50;241,65;0,00;0,00;3.0;2,71;-110173,11;11827,59;20016,58;0,00;54,51;94,29;0,00;1,36;0,00;8,00;1004,24;0,00;0,00;6,87;2,47;0,00;0,00;8,56;1,69;16,73;3,04;1;novembre
17/11/2014;75114001;8,60;151,49;0,00;0,00;3.0;0,93;-6809,75;2595,56;-35515,81;0,00;155,68;94,76;0,00;7,81;0,87;7,99;1000,28;0,01;0,00;8,52;-1,05;0,00;0,00;8,33;1,56;16,97;3,31;1;novembre
18/11/2014;6088001;8,30;0,13;0,00;0,00;4.0;2,55;-421184,32;-224600,47;-99215,24;0,00;41,24;79,95;0,00;0,00;0,00;0,00;1004,92;0,00;0,00;10,84;0,71;0,01;-0,01;7,78;3,60;10,81;-1,33;1;novembre
18/11/2014;31069001;10,00;68,14;0,00;0,00;4.0;4,53;-210273,76;-10466,84;147190,19;0,00;364,06;87,38;0,00;5,89;0,00;6,45;1010,39;0,05;0,04;9,24;0,26;0,00;0,00;8,94;7,42;18,25;3,09;1;novembre
18/11/2014;33281001;10,00;54,44;0,00;0,00;3.0;2,25;-178292,36;14003,33;23609,15;0,00;73,57;92,52;0,00;1,77;0,00;4,03;1008,09;0,10;0,00;9,23;1,76;0,00;0,00;8,77;2,69;15,19;2,20;1;novembre
18/11/2014;35281001;8,80;58,61;0,00;0,00;4.0;2,50;-171312,26;19245,73;20440,18;0,00;55,18;96,72;0,00;5,27;0,28;6,04;1003,17;0,08;0,00;7,49;1,63;0,00;0,00;8,25;3,09;17,45;0,96;1;novembre
18/11/2014;59343001;8,20;129,55;0,00;0,00;2.0;2,20;-167774,90;18614,21;49776,90;0,00;63,06;94,07;0,00;2,16;0,00;7,02;1006,79;0,00;0,00;7,10;2,34;0,00;0,00;7,16;-3,78;15,26;0,44;1;novembre
18/11/2014;67124001;7,70;2,49;0,00;0,00;4.0;2,60;-60383,09;4541,96;8246,20;0,00;9,96;95,97;0,00;7,08;0,06;8,00;1007,25;0,21;0,00;7,83;0,41;0,00;0,00;8,45;2,31;16,59;1,51;1;novembre
18/11/2014;75114001;8,60;54,12;0,00;0,00;3.0;1,97;3288,14;11286,59;-25562,93;0,00;153,15;97,79;0,00;8,00;4,44;8,00;1005,73;0,00;0,00;8,61;-0,97;0,00;0,00;7,71;-2,67;16,75;2,74;1;novembre
19/11/2014;6088001;9,10;0,29;0,00;0,00;1.0;1,35;-425047,08;-206524,75;-64940,49;0,00;208,63;61,33;0,00;0,00;0,00;0,00;1010,14;0,00;0,00;12,31;0,74;0,01;-0,01;7,39;3,02;8,93;-2,79;1;novembre
19/11/2014;31069001;6,50;0,00;0,00;0,00;2.0;1,89;-185055,20;11405,77;6348,25;0,00;68,75;88,78;0,00;0,61;0,00;7,73;1013,69;0,00;0,00;6,27;1,61;0,00;0,00;7,25;-2,43;14,37;0,70;1;novembre
19/11/2014;33281001;8,10;0,00;0,00;0,00;2.0;2,31;-210699,74;28502,64;25716,66;0,00;44,10;98,94;0,00;3,87;4,17;7,99;1012,36;0,00;0,00;6,97;3,37;0,00;0,00;7,60;-2,79;15,31;1,10;1;novembre
19/11/2014;35281001;8,20;1,65;0,00;0,00;2.0;3,49;163,77;18595,22;19325,70;0,00;331,57;99,33;0,00;8,00;5,22;8,00;1012,57;0,00;0,00;7,69;-0,75;0,00;0,00;6,02;-5,50;12,06;4,11;1;novembre
19/11/2014;59343001;8,30;2,29;0,00;0,00;1.0;1,64;-150872,69;-2536,25;29617,87;0,00;120,85;90,98;0,00;6,99;0,00;6,99;1014,78;0,00;0,00;7,71;0,23;0,00;0,00;7,03;-3,37;13,94;-3,04;1;novembre
19/11/2014;67124001;6,80;39,62;0,00;0,00;4.0;3,10;-175614,31;17935,92;32005,78;0,00;68,65;91,11;0,00;2,27;0,00;5,30;1013,31;0,00;0,00;6,47;2,54;0,00;0,00;6,98;3,18;15,27;2,15;1;novembre
19/11/2014;75114001;7,40;0,45;0,00;0,00;3.0;0,92;-33365,20;-4991,83;-78283,12;0,00;78,66;96,96;0,00;8,00;8,04;8,00;1014,57;0,00;0,00;6,16;-0,41;0,00;0,00;6,57;1,02;12,45;2,38;1;novembre
20/11/2014;6088001;10,40;0,15;0,00;0,00;4.0;1,53;-341423,25;-124909,35;-36554,91;0,00;8,92;79,10;0,00;0,04;0,00;0,07;1022,57;0,00;0,00;14,51;0,26;0,00;-0,01;9,88;1,45;16,35;-4,33;1;novembre
20/11/2014;31069001;11,20;0,00;0,00;0,00;2.0;1,85;-211039,55;13624,39;46066,11;0,00;395,31;85,00;0,00;0,00;0,00;1,42;1019,12;0,00;0,00;9,22;1,52;0,00;0,00;11,43;-4,78;19,67;1,15;1;novembre
20/11/2014;33281001;10,80;0,00;0,00;0,00;2.0;3,02;-138880,62;4568,22;54782,03;0,00;248,90;84,65;0,00;0,00;0,00;7,57;1018,24;0,00;0,00;10,42;1,25;0,00;0,00;10,47;-4,24;21,40;0,05;1;novembre
20/11/2014;35281001;8,90;0,00;0,00;0,00;2.0;2,41;-133245,13;-20317,46;29310,04;0,00;273,63;94,23;0,00;2,92;0,00;6,33;1021,21;0,00;0,00;8,59;-0,45;0,00;0,00;9,17;-7,25;18,41;1,50;1;novembre
20/11/2014;59343001;5,60;2,35;0,00;0,00;3.0;1,85;-9785,21;-4235,43;-1284,73;0,00;440,84;96,92;0,00;8,00;0,85;8,00;1025,52;0,00;0,00;5,99;-0,79;0,00;0,00;5,79;-0,93;11,91;4,36;1;novembre
20/11/2014;67124001;5,30;0,00;0,00;0,00;1.0;3,10;-258941,82;-1650,77;16998,91;0,00;43,57;91,50;0,00;0,65;0,00;4,37;1025,18;0,00;0,00;2,73;1,51;0,00;0,00;5,95;-1,36;10,07;-3,31;1;novembre
20/11/2014;75114001;7,20;2,18;0,00;0,00;2.0;1,89;-36918,62;-8129,38;-37938,99;0,00;351,77;89,29;0,00;7,42;0,00;8,00;1024,22;0,00;0,00;6,96;-1,16;0,00;0,00;7,64;-3,88;13,42;0,92;1;novembre
21/11/2014;6088001;11,30;4,05;0,00;0,00;4.0;2,01;-124135,61;-122115,58;-47772,96;0,00;50,81;83,44;0,00;4,23;0,00;4,23;1022,61;0,00;0,00;14,59;-0,87;0,00;0,00;10,92;1,40;20,14;-3,56;1;novembre
21/11/2014;31069001;13,70;0,00;0,00;0,00;3.0;5,21;-233814,68;44563,19;159980,15;0,00;578,10;89,50;0,00;1,27;0,00;1,27;1018,83;0,00;0,00;13,58;-0,02;0,00;0,00;13,87;-5,30;19,05;6,71;1;novembre
21/11/2014;33281001;10,60;0,00;0,00;0,00;2.0;2,87;-251547,27;17581,81;83353,03;0,00;130,77;92,40;0,00;0,40;0,00;0,40;1017,78;0,00;0,00;10,30;1,20;0,00;0,00;12,70;-4,14;17,16;1,51;1;novembre
21/11/2014;35281001;8,00;0,52;0,00;0,00;3.0;2,46;-185573,02;19116,20;67564,51;0,00;218,22;93,96;0,00;0,19;0,00;6,71;1018,47;0,00;0,00;7,81;0,31;0,00;0,00;13,83;-3,94;24,02;2,50;1;novembre
21/11/2014;59343001;5,40;1,77;0,00;0,00;2.0;3,33;-15910,84;-7975,47;-52194,83;0,00;232,06;97,94;0,00;8,00;3,85;8,00;1023,55;0,00;0,00;4,52;-0,98;0,00;0,00;5,08;-6,52;10,93;-1,68;1;novembre
21/11/2014;67124001;6,40;2,87;0,00;0,00;3.0;2,51;-69570,41;5348,83;17145,71;0,00;9,13;93,43;0,00;5,35;0,00;7,99;1024,40;0,00;0,00;5,10;0,34;0,00;0,00;9,58;-0,56;19,98;2,06;1;novembre
21/11/2014;75114001;8,40;0,00;0,00;0,00;1.0;1,34;-43895,46;5879,29;640,50;0,00;210,57;87,76;0,00;0,53;0,00;8,00;1021,06;0,00;0,00;8,30;-0,73;0,00;0,00;8,42;-3,68;20,25;-2,30;1;novembre
22/11/2014;6088001;13,00;7,29;0,00;0,00;1.0;1,74;-211187,12;-94956,67;-33852,07;0,00;164,01;86,43;0,00;5,05;0,00;5,05;1021,92;0,00;0,00;15,23;-0,78;0,00;0,00;13,13;1,53;21,00;-3,98;1;novembre
22/11/2014;31069001;15,90;0,00;0,00;0,00;3.0;5,99;-194408,81;3421,46;165641,43;0,00;640,57;86,57;0,00;5,77;0,00;5,84;1016,61;0,00;0,00;15,70;-0,13;0,00;0,00;12,59;-6,10;20,63;7,73;1;novembre
22/11/2014;33281001;12,60;0,00;0,00;0,00;2.0;4,09;-227863,68;65625,15;127827,15;0,00;196,98;95,78;0,00;1,53;0,15;6,76;1014,71;0,00;0,00;12,34;0,38;0,00;0,00;13,12;-5,60;18,78;3,48;1;novembre
22/11/2014;35281001;11,40;27,72;0,00;0,00;2.0;1,90;-131539,46;14699,22;10754,25;0,00;11,31;96,17;0,00;0,56;0,13;8,00;1013,33;0,00;0,00;10,62;2,27;0,00;0,00;13,09;-2,69;25,39;-0,17;1;novembre
22/11/2014;59343001;6,30;37,37;0,00;0,00;2.0;2,99;-165544,63;33577,45;41550,89;0,00;152,50;99,15;0,00;2,35;3,46;2,36;1016,61;0,00;0,00;5,11;1,76;0,00;0,00;13,81;-4,41;23,33;2,39;1;novembre
22/11/2014;67124001;4,60;0,12;0,00;0,00;3.0;1,91;-11347,13;-1780,98;-5967,35;0,00;145,55;99,61;0,00;8,00;7,44;8,00;1021,27;0,00;0,00;6,18;-0,43;0,00;0,00;12,19;-0,01;23,47;2,83;1;novembre
22/11/2014;75114001;9,10;22,02;0,00;0,00;3.0;2,72;-177659,11;17938,59;7512,22;0,00;127,47;92,15;0,00;1,82;0,01;3,25;1016,84;0,00;0,00;8,62;0,59;0,00;0,00;13,77;-3,30;23,01;3,36;1;novembre
23/11/2014;6088001;14,50;0,05;0,00;0,00;4.0;1,02;-176112,42;-100571,46;-9590,15;0,00;141,79;79,50;0,00;0,00;0,00;8,00;1023,35;0,00;0,00;16,77;-0,38;0,00;-0,01;13,73;2,43;29,16;-3,40;1;novembre
23/11/2014;31069001;17,00;60,43;0,00;0,00;3.0;7,03;-148653,84;-423,11;143799,66;0,00;996,05;86,87;0,00;1,05;0,00;8,00;1016,41;0,00;0,00;16,91;-0,55;0,00;0,00;14,47;-7,70;26,68;9,33;1;novembre
23/11/2014;33281001;14,40;0,42;0,00;0,00;2.0;3,78;-218710,55;27916,25;121877,78;0,00;207,44;92,81;0,00;0,32;0,00;8,00;1014,36;0,00;0,00;13,89;0,39;0,00;0,00;14,30;-4,82;25,83;3,49;1;novembre
23/11/2014;35281001;11,80;32,62;0,00;0,00;2.0;2,38;-73710,28;22806,58;9609,72;0,00;135,45;99,75;0,00;7,98;7,83;8,00;1014,62;0,00;0,00;10,86;-0,29;0,00;0,00;13,52;-2,80;27,60;2,50;1;novembre
23/11/2014;59343001;10,30;15,33;0,00;0,00;3.0;2,56;-161712,12;40599,15;44451,59;0,00;85,14;98,51;0,00;1,12;0,88;1,49;1016,80;0,00;0,00;8,91;2,14;0,00;0,00;13,97;-1,60;26,40;3,57;1;novembre
23/11/2014;67124001;5,20;1,48;0,00;0,00;3.0;1,58;-6710,50;-3257,86;-11849,88;0,00;233,69;99,51;0,00;8,00;8,00;8,00;1022,51;0,00;0,00;5,69;-0,87;0,00;0,00;12,60;-0,50;18,45;2,93;1;novembre
23/11/2014;75114001;11,00;0,00;0,00;0,00;3.0;1,88;-187307,67;14237,86;1986,34;0,00;108,56;93,72;0,00;2,21;0,04;5,41;1017,21;0,00;0,00;10,67;0,32;0,00;0,00;13,87;-1,47;23,37;2,79;1;novembre
24/11/2014;6088001;14,50;214,24;0,00;0,00;2.0;8,96;-165795,51;-120193,04;20253,29;0,00;391,93;80,41;0,00;0,34;0,00;7,91;1022,34;0,00;0,00;18,07;-0,96;0,00;0,00;15,04;-12,51;27,96;-1,53;1;novembre
24/11/2014;31069001;17,20;213,21;0,00;0,00;2.0;6,32;-169216,38;-642,95;95405,40;0,00;2455,15;83,01;0,00;2,38;0,00;7,42;1016,88;0,00;0,00;16,95;-0,32;0,00;0,00;13,39;-9,60;26,14;3,59;1;novembre
24/11/2014;33281001;15,70;115,56;0,00;0,00;3.0;1,99;-91691,74;-9529,59;69479,78;0,00;141,14;90,76;0,00;0,00;0,00;8,00;1016,67;0,00;0,00;15,25;0,83;0,00;0,00;13,48;-2,22;26,01;4,21;1;novembre
24/11/2014;35281001;9,70;0,01;0,00;0,00;1.0;5,98;-53525,78;-125343,07;118338,45;0,00;441,39;89,92;0,00;7,00;0,00;7,96;1021,31;0,00;0,00;9,48;-0,47;0,00;0,00;12,21;-3,20;24,78;-9,18;1;novembre
24/11/2014;59343001;9,50;4,48;0,00;0,00;1.0;4,12;-22859,55;-30275,37;23695,42;0,00;476,81;88,11;0,00;8,00;0,00;8,00;1020,77;0,00;0,00;9,64;-0,73;0,00;0,00;9,12;2,41;22,37;-5,69;1;novembre
24/11/2014;67124001;6,00;0,03;0,00;0,00;3.0;1,78;-128141,37;18931,80;20156,17;0,00;15,05;99,71;0,00;4,10;6,18;7,85;1020,07;0,00;0,00;5,20;3,14;0,00;0,00;14,15;-0,58;22,47;3,20;1;novembre
24/11/2014;75114001;11,10;6,39;0,00;0,00;1.0;3,15;-67882,85;-25275,06;-47933,88;0,00;459,67;83,75;0,00;7,31;0,00;7,40;1020,69;0,00;0,00;10,80;-1,14;0,00;0,00;12,75;2,59;24,79;-6,52;1;novembre
25/11/2014;6088001;15,30;256,52;0,00;0,00;2.0;3,82;-87182,93;-75581,69;-8165,53;0,00;380,27;85,06;0,00;2,68;0,00;6,91;1020,47;0,16;0,00;17,75;-0,68;0,00;0,00;13,70;-2,73;29,44;-3,36;1;novembre
25/11/2014;31069001;13,10;2,39;0,00;0,00;4.0;2,25;-56692,51;6269,46;1738,18;0,00;53,32;95,74;0,00;5,60;0,15;7,97;1018,80;0,00;0,00;12,55;1,79;0,00;0,00;12,93;3,04;25,19;1,33;1;novembre
25/11/2014;33281001;14,10;125,27;0,00;0,00;4.0;2,05;-11138,89;-1225,86;-13029,18;0,00;207,56;99,40;0,00;7,98;6,21;7,98;1019,32;0,00;0,00;14,12;-0,65;0,00;0,00;13,35;2,36;26,60;2,37;1;novembre
25/11/2014;35281001;9,60;178,66;0,00;0,00;2.0;2,38;-9776,44;-25744,45;21620,83;0,00;321,05;93,51;0,00;7,98;0,00;8,00;1020,97;0,00;0,00;9,81;-0,66;0,00;0,00;13,07;-3,13;27,37;-2,02;1;novembre
25/11/2014;59343001;4,30;0,00;0,00;0,00;2.0;3,55;-258918,87;23409,63;103105,34;0,00;88,75;90,18;0,00;0,00;0,00;0,09;1026,07;0,00;0,00;2,86;3,42;0,00;0,00;4,94;-4,05;9,89;-3,70;1;novembre
25/11/2014;67124001;8,40;1,51;0,00;0,00;1.0;3,24;-12064,34;-34647,00;24873,82;0,00;428,00;94,49;0,00;8,00;0,04;8,00;1024,37;0,05;0,00;8,15;-0,76;0,00;0,00;12,96;-2,16;22,00;-4,80;1;novembre
25/11/2014;75114001;9,00;0,11;0,00;0,00;2.0;3,05;-205305,71;-12240,95;9725,07;0,00;364,59;80,00;0,00;6,76;0,00;6,85;1023,19;0,00;0,00;9,04;-0,97;0,00;0,00;12,86;-4,35;24,49;-4,49;1;novembre
26/11/2014;6088001;13,80;3,35;0,00;0,00;1.0;0,74;-158913,51;-80636,95;-32937,13;0,00;55,73;88,98;0,00;1,79;0,00;7,92;1016,28;0,00;0,00;15,10;-1,00;0,00;0,00;12,90;1,48;27,11;-3,52;1;novembre
26/11/2014;31069001;12,20;87,02;0,00;0,00;4.0;1,34;-149,70;-2326,87;-16869,21;0,00;73,45;99,32;0,00;8,00;7,96;8,00;1015,51;0,00;0,00;11,73;-0,32;0,00;0,00;12,90;2,01;25,25;0,52;1;novembre
26/11/2014;33281001;11,70;2,27;0,00;0,00;3.0;1,28;-124709,53;-1672,86;-11220,31;0,00;51,91;99,37;0,00;7,92;7,66;8,00;1015,63;0,00;0,00;11,25;1,29;0,00;0,00;11,70;0,95;22,42;2,49;1;novembre
26/11/2014;35281001;10,80;0,67;0,00;0,00;4.0;0,28;-35583,86;212,97;-6040,57;0,00;18,82;99,81;0,00;7,95;7,21;8,00;1013,81;0,00;0,00;10,62;-0,54;0,00;0,00;11,50;0,45;23,84;0,74;1;novembre
26/11/2014;59343001;6,40;0,22;0,00;0,00;2.0;3,01;-53740,39;-5820,41;34329,95;0,00;159,75;87,59;0,00;1,08;0,00;8,00;1015,98;0,02;0,00;6,15;0,16;0,00;0,00;12,19;-4,74;23,37;-0,16;1;novembre
26/11/2014;67124001;7,60;33,75;0,00;0,00;1.0;0,22;-3438,35;-10048,98;786,25;0,00;44,47;93,74;0,00;8,00;0,00;8,00;1018,33;0,10;0,00;6,98;-0,82;0,00;0,00;11,71;-1,57;21,84;-0,97;1;novembre
26/11/2014;75114001;10,00;34,98;0,00;0,00;2.0;1,39;-17614,77;-5943,42;-30309,15;0,00;112,47;90,87;0,00;7,78;0,00;8,00;1013,93;1,17;0,08;10,26;-1,16;0,00;0,00;13,11;-2,29;26,94;-0,52;1;novembre
27/11/2014;6088001;14,00;49,81;0,00;0,00;2.0;6,50;-134414,67;-375012,00;-70302,38;0,00;607,95;82,69;0,00;4,37;0,00;8,00;1011,77;0,86;0,01;15,28;-1,26;0,00;0,00;12,02;-11,72;26,97;-4,24;1;novembre
27/11/2014;31069001;11,90;7,72;0,00;0,00;4.0;3,27;-17064,53;-43961,64;-23356,19;0,00;187,21;97,61;0,00;8,00;1,28;8,00;1008,63;0,05;0,00;11,63;-0,95;0,00;0,00;11,36;5,48;20,40;0,06;1;novembre
27/11/2014;33281001;10,30;3,45;0,00;0,00;3.0;1,63;-155243,80;580,39;-3150,89;0,00;53,51;98,70;0,00;6,71;3,80;8,00;1009,00;0,00;0,00;10,17;0,29;0,00;0,00;10,86;0,95;20,13;1,89;1;novembre
27/11/2014;35281001;10,10;5,45;0,00;0,00;3.0;2,51;-40775,25;5826,97;2130,82;0,00;169,44;99,43;0,00;7,98;4,84;8,00;1007,64;0,00;0,00;10,04;-0,50;0,00;0,00;8,90;-0,06;15,32;3,91;1;novembre
27/11/2014;59343001;10,40;0,33;0,00;0,00;2.0;2,28;-6687,51;7452,34;7991,57;0,00;74,28;99,50;0,00;8,00;4,63;8,00;1008,31;0,00;0,00;9,77;-0,15;0,00;0,00;10,67;-1,40;20,56;3,01;1;novembre
27/11/2014;67124001;6,00;0,13;0,00;0,00;1.0;1,12;-21328,18;-12653,27;-1587,70;0,00;57,56;93,33;0,00;8,00;0,01;8,00;1012,14;0,00;0,00;6,06;-0,91;0,00;0,00;12,04;0,28;21,90;-2,10;1;novembre
27/11/2014;75114001;9,30;0,32;0,00;0,00;3.0;2,16;-100782,11;15907,17;-41584,52;0,00;84,05;97,70;0,00;5,21;7,50;8,00;1009,04;0,00;0,00;8,13;1,52;0,00;0,00;9,28;-2,71;19,58;3,18;1;novembre
28/11/2014;6088001;13,50;129,21;0,00;0,00;1.0;3,50;-239060,94;-159052,25;-38059,75;0,00;782,92;76,55;0,00;0,77;0,00;6,28;1008,32;0,01;0,00;15,19;0,11;0,00;0,00;12,05;-2,49;25,07;-5,03;1;novembre
28/11/2014;31069001;14,80;0,00;0,00;0,00;2.0;7,41;-260657,97;-129787,71;319072,55;0,00;768,67;78,52;0,00;0,00;0,00;2,03;994,84;0,00;0,00;14,12;-0,11;0,00;0,00;11,76;-11,15;16,23;9,92;1;novembre
28/11/2014;33281001;12,60;15,11;0,00;0,00;2.0;4,56;-131142,16;-42778,52;161160,50;0,00;187,41;84,21;0,00;0,00;0,00;8,00;992,63;0,00;0,00;12,02;0,49;0,00;0,00;11,65;-8,84;18,68;7,28;1;novembre
28/11/2014;35281001;11,00;0,00;0,00;0,00;2.0;6,75;-19086,93;-36076,64;32952,54;0,00;474,18;94,99;0,00;7,34;0,15;7,75;994,86;0,00;0,00;10,56;-0,83;0,00;0,00;10,61;-11,07;19,38;2,54;1;novembre
28/11/2014;59343001;9,90;0,04;0,00;0,00;2.0;3,79;-9027,35;-14210,31;16253,42;0,00;213,69;95,72;0,00;7,28;0,24;8,00;1003,48;0,00;0,00;9,66;-0,60;0,00;0,00;11,22;-5,26;18,04;2,02;1;novembre
28/11/2014;67124001;6,00;0,16;0,00;0,00;2.0;2,64;-6106,23;-9437,84;-12980,37;0,00;89,06;99,71;0,00;8,00;8,00;8,00;1008,74;0,00;0,00;5,83;-0,39;0,00;0,00;12,00;-2,87;17,12;-2,70;1;novembre
28/11/2014;75114001;10,40;1,01;0,00;0,00;2.0;2,48;-23740,01;216,65;-23524,84;0,00;243,85;95,43;0,00;5,84;0,60;7,97;1000,94;0,00;0,00;10,33;-1,06;0,00;0,00;11,54;-5,49;17,06;1,30;1;novembre
29/11/2014;6088001;19,40;200,70;0,00;0,00;2.0;10,17;-59590,18;-385335,00;105463,61;0,00;1285,43;67,88;0,00;7,31;0,00;8,00;1008,04;0,00;0,00;18,39;-0,43;0,00;0,00;14,33;-15,22;23,59;-6,03;1;novembre
29/11/2014;31069001;16,60;46,78;0,00;0,00;2.0;9,01;-203105,96;-148527,45;278521,32;0,00;933,43;80,62;0,00;0,37;0,00;8,00;999,73;0,16;0,00;15,70;-0,52;0,00;0,00;12,32;-18,86;25,27;9,39;1;novembre
29/11/2014;33281001;15,20;0,00;0,00;0,00;2.0;4,51;-170006,39;-17730,20;218619,40;0,00;404,51;68,37;0,00;0,00;0,00;8,00;998,13;0,00;0,00;15,61;1,06;0,00;0,00;13,13;-6,75;22,74;1,89;1;novembre
29/11/2014;35281001;11,50;25,42;0,00;0,00;2.0;3,56;-203857,99;29680,00;76148,28;0,00;982,45;87,39;0,00;0,00;0,00;2,32;1002,06;0,00;0,00;10,70;1,58;0,00;0,00;12,19;-5,19;20,47;1,19;1;novembre
29/11/2014;59343001;7,60;0,04;0,00;0,00;2.0;2,67;-238218,70;12022,74;40698,38;0,00;56,71;92,95;0,00;0,00;0,00;7,88;1009,28;0,00;0,00;6,06;2,31;0,00;0,00;11,85;-3,86;15,25;-0,20;1;novembre
29/11/2014;67124001;3,70;0,43;0,00;0,00;1.0;2,87;-20693,50;-26266,52;-9060,82;0,00;236,75;94,37;0,00;8,00;0,15;8,00;1012,62;0,00;0,00;3,28;-1,04;0,00;0,00;10,93;-1,61;13,50;-4,03;1;novembre
29/11/2014;75114001;9,40;1,12;0,00;0,00;3.0;2,62;-130254,34;-11202,61;-5164,00;0,00;259,79;73,55;0,00;0,00;0,00;3,36;1007,58;0,00;0,00;9,33;-1,00;0,00;0,00;12,11;-5,02;19,49;2,23;1;novembre
